id,gameId,teamId,participantId,profileIcon,summonerName,championId,highestAchievedSeasonTier,spell1Id,spell2Id,assists,champLevel,combatPlayerScore,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,sightWardsBoughtInGame,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,lane,role
340145,340044,100,1,28,VFK Robo,33,UNRANKED,12,4,3,16,0,3,1,0,1,0,0,0,0,14029,13450,0,1011,3026,3512,1308,3075,3068,3363,1,5,0,5,2,00:30:02,129497,20286,13558,14,2,12,0,0,46590,4635,17581,0,0,176088,24921,31420,4376,249,0,0,00:02:20,1,0,0,0,280,3,0,2,3,16,0,TOP,SOLO
340146,340044,100,2,28,VFK Turtle,79,UNRANKED,4,11,3,15,0,2,0,0,0,0,0,0,0,10819,10700,0,1410,1031,3009,3742,3065,2043,3364,0,1,524,0,1,00:27:05,95874,9613,5451,88,14,74,0,0,23579,782,19788,0,0,137521,10524,25239,12299,34,0,0,00:10:36,1,0,18067,128,0,1,0,7,13,28,0,JUNGLE,NONE
340147,340044,100,3,28,VFK takeshi,7,UNRANKED,14,4,6,16,0,2,0,0,0,0,0,0,0,12051,11425,0,1056,3001,3285,3135,3158,1058,3340,0,0,0,0,0,00:33:41,156636,15041,5494,9,0,9,0,0,23396,1396,8539,0,0,181394,17799,14034,1788,273,0,0,00:00:56,1,0,1362,1362,0,0,0,3,4,18,0,MIDDLE,SOLO
340148,340044,100,4,28,VFK esA,236,UNRANKED,7,4,3,16,0,5,0,0,0,0,0,0,0,14851,14100,0,3031,3155,1038,3009,3508,3046,3363,1,3,776,2,1,00:11:14,9892,1977,4797,25,7,18,0,0,240544,20500,12417,0,0,254678,22922,17215,2688,334,0,0,00:04:52,3,0,4241,445,0,0,0,2,20,22,0,BOTTOM,DUO_CARRY
340149,340044,100,5,28,VFK Baiano,201,UNRANKED,3,4,7,11,0,3,0,0,0,0,0,0,0,8609,7775,0,0,3190,2303,3009,1011,1029,3364,0,0,0,0,0,00:24:30,11387,7086,7282,0,0,0,0,0,6836,749,10805,0,0,24935,7835,18087,2486,42,0,0,00:14:10,5,0,6711,0,0,0,0,7,11,40,0,BOTTOM,DUO_SUPPORT
340152,340051,100,1,4,ITZ Yang,79,UNRANKED,4,12,9,15,0,3,0,0,0,0,0,0,0,12390,11950,0,2033,1056,3025,3065,1323,3068,3340,1,3,302,2,1,00:24:20,105999,9589,11997,10,1,9,0,0,19897,1283,15917,0,0,125897,10873,27914,8490,180,0,0,00:08:18,1,0,0,0,0,1,0,4,5,17,1,JUNGLE,NONE
340153,340051,100,2,7,ITZ Revolta,203,UNRANKED,4,11,6,15,0,2,1,0,0,1,0,0,0,12504,10575,0,2032,3931,3111,3156,3053,2043,3340,2,7,0,3,3,00:21:45,15607,1341,3973,75,20,55,0,0,102478,9400,17562,0,0,130166,11609,21535,10399,37,0,0,00:04:45,9,1,12081,867,0,0,0,9,19,24,1,JUNGLE,NONE
340154,340051,100,3,4,ITZ tockers,42,UNRANKED,3,4,11,17,0,2,0,0,0,1,0,0,0,14574,13050,1,1038,3031,0,3094,3020,3078,3363,1,2,467,2,1,00:22:15,182764,29668,5463,34,2,32,0,0,61133,6407,11058,0,0,244217,36076,16521,2018,287,0,0,00:01:32,1,0,320,0,0,1,0,2,3,20,1,MIDDLE,SOLO
340155,340051,100,4,22,ITZ micaO,429,UNRANKED,4,7,9,15,0,3,1,0,0,0,1,0,0,13962,12750,1,1055,3156,3153,1037,3006,3085,3363,1,5,500,4,2,00:13:33,3805,572,4978,16,3,13,0,0,149303,12687,13905,0,0,157764,15343,18883,4978,208,0,0,00:09:46,4,0,4656,2084,0,4,0,1,11,15,1,JUNGLE,NONE
340156,340051,100,5,4,ITZ Jockster,48,UNRANKED,4,3,17,12,0,1,0,0,0,1,0,0,0,10601,9375,0,3190,3222,2303,0,3158,1029,3364,0,0,0,0,0,00:21:48,3104,2107,10366,1,1,0,0,0,18026,2368,16256,0,0,30764,4476,26718,13388,52,0,0,00:08:40,5,0,9633,0,96,2,0,13,12,49,1,JUNGLE,NONE
340157,340053,100,4,28,VFK esA,236,UNRANKED,7,4,3,18,0,2,1,0,0,0,0,0,0,18411,17700,0,3072,3031,3009,3155,3508,3087,3363,1,3,959,3,2,00:28:19,79513,4975,4671,30,1,29,0,0,297099,22211,10536,0,0,378076,27991,15416,3307,441,0,0,00:04:41,3,0,1464,804,208,1,0,4,25,29,0,JUNGLE,NONE
340158,340053,100,5,28,VFK Baiano,201,UNRANKED,3,4,6,14,0,3,0,0,0,0,0,0,0,9796,9375,0,3009,0,2303,3742,3105,3067,3364,0,0,0,0,0,00:26:11,9502,4526,6476,1,1,0,0,0,7416,130,14876,0,0,27127,4657,21973,3405,50,0,0,00:10:29,5,0,10208,0,620,0,0,9,18,56,0,JUNGLE,NONE
340250,340044,200,6,4,ITZ Yang,245,UNRANKED,4,12,8,17,0,2,1,0,0,1,0,0,0,14992,13860,0,3082,3068,3025,3065,1323,1011,3340,2,7,0,5,3,00:21:55,146761,15467,15771,3,1,2,0,0,44388,5722,21354,0,0,191149,21190,37908,7486,288,0,0,00:21:01,1,1,0,0,782,2,0,2,4,18,1,TOP,SOLO
340251,340044,200,7,7,ITZ Revolta,203,UNRANKED,4,11,13,16,0,2,0,0,0,0,0,1,0,12205,10300,0,3932,2032,3156,3111,3052,3035,3364,0,0,0,0,0,00:24:22,15979,1242,9034,97,14,83,0,0,107481,9227,14168,0,0,141811,10469,23203,12487,42,0,0,00:05:05,9,0,18349,0,0,1,0,8,30,28,1,JUNGLE,NONE
340252,340044,200,8,4,ITZ tockers,117,UNRANKED,12,4,12,16,0,1,0,0,0,1,0,0,0,13092,11250,0,3092,3089,1026,3001,3158,1056,3340,0,1,0,0,1,00:06:54,132709,13692,8794,13,2,11,0,0,21784,982,3471,0,0,154493,14675,13002,2662,227,0,0,00:16:10,1,0,0,0,736,1,0,5,6,21,1,MIDDLE,SOLO
340253,340044,200,9,22,ITZ micaO,15,UNRANKED,4,7,8,15,0,1,2,0,0,0,1,0,1,16202,14675,1,1055,3508,3087,3006,3036,3031,3363,1,7,769,7,3,00:08:52,37951,1776,8309,14,1,13,0,0,207696,24177,5525,0,0,245927,26234,13835,3370,328,0,0,00:01:45,3,2,280,280,0,3,0,1,12,16,1,BOTTOM,DUO_CARRY
340254,340044,200,10,4,ITZ Jockster,12,UNRANKED,4,3,14,13,0,3,0,0,0,1,0,1,0,9272,7600,0,2303,0,3222,3067,1033,3009,3364,0,0,0,0,0,00:15:35,9006,3890,12093,0,0,0,0,0,7277,710,12767,0,0,20750,4601,25278,13842,30,0,0,00:01:39,60,0,4465,0,417,0,0,10,6,46,1,BOTTOM,DUO_SUPPORT
340257,340051,200,6,28,VFK Robo,78,UNRANKED,12,4,7,15,0,6,1,0,1,0,0,0,0,11889,11300,0,3068,3143,2043,3009,3025,3155,3363,1,3,0,2,2,00:13:07,38163,4142,8839,35,2,33,0,0,104723,13295,15076,0,0,143348,17437,25187,1967,147,0,0,00:51:21,1,0,462,0,1271,0,0,4,6,17,0,JUNGLE,NONE
340258,340051,200,7,28,VFK Turtle,60,UNRANKED,4,11,7,13,0,2,0,0,0,0,0,0,0,10766,9850,0,1410,3102,3158,0,0,3742,3364,0,1,0,0,1,00:30:19,73926,11293,7877,65,21,44,0,0,28033,1168,13218,0,0,121741,12557,21591,6791,37,0,0,00:05:58,1,0,19782,96,496,0,0,6,20,26,0,JUNGLE,NONE
340259,340051,200,8,28,VFK takeshi,13,UNRANKED,12,4,2,16,0,2,1,0,0,0,0,0,0,14607,14225,0,3040,3135,3157,3027,1308,0,3340,1,6,0,5,2,00:29:32,181409,18529,11264,23,0,23,0,0,13832,125,7115,0,0,195242,18654,18424,693,277,0,0,00:01:40,1,0,0,0,44,1,0,1,7,16,0,MIDDLE,SOLO
340260,340051,200,9,28,VFK esA,15,UNRANKED,7,4,7,15,0,4,0,0,0,0,0,0,0,14229,14050,0,1055,3031,3155,3508,1306,3046,3363,0,1,631,0,1,00:15:14,201,0,9299,16,4,12,0,0,237422,25326,7202,0,0,240579,25326,16781,2834,295,0,0,00:01:06,4,0,2955,0,280,3,0,4,13,22,0,JUNGLE,NONE
340261,340051,200,10,28,VFK Baiano,12,UNRANKED,3,4,10,11,0,3,0,0,0,0,0,1,0,8761,7650,0,3110,2043,2303,1011,3009,0,3364,0,0,0,0,0,00:21:25,3681,1704,7629,1,1,0,0,0,5737,579,9056,0,0,15952,2283,17546,12470,32,0,0,00:02:34,19,0,6533,0,860,0,0,6,5,42,0,JUNGLE,NONE
340262,340053,200,9,22,ITZ micaO,15,UNRANKED,4,7,4,18,0,0,3,0,0,0,1,1,0,21213,19225,1,3036,3139,3508,3031,3046,1301,3363,1,11,1118,11,4,00:42:42,278,0,5898,25,3,22,0,0,374516,33125,10528,1,0,378942,36153,16427,4912,400,0,0,00:05:14,4,1,4148,3028,0,5,0,1,9,20,1,JUNGLE,NONE
340263,340053,200,10,4,ITZ Jockster,12,UNRANKED,4,3,14,14,0,3,0,0,0,0,0,1,0,10569,9675,0,2303,2043,3222,3009,3110,0,3364,0,0,0,0,0,00:26:10,5719,3185,8125,1,1,0,0,0,6714,534,11462,0,0,19207,3719,19768,9187,40,0,0,00:02:48,43,0,6774,0,180,0,0,17,15,69,1,JUNGLE,NONE
390162,390061,100,1,7,ITZ Yang,48,UNRANKED,4,12,1,18,0,0,1,0,0,0,1,0,1,16122,14375,1,1031,3748,3143,3026,3065,3111,3340,1,3,0,3,2,00:00:00,11512,2674,14756,2,2,0,0,0,264145,11004,20524,0,0,280122,13678,35927,16162,385,0,0,00:08:53,1,0,4464,0,646,5,0,5,9,21,1,JUNGLE,NONE
390163,390061,100,2,7,ITZ Revolta,76,UNRANKED,4,11,8,17,0,0,0,0,0,0,0,1,0,14491,13000,1,1058,1410,3158,3116,3135,3191,3364,0,1,1284,0,1,00:00:00,176660,11616,7636,146,38,108,0,0,23008,861,16469,0,0,224464,12811,24106,20830,43,0,0,00:20:54,5,0,24795,334,0,2,0,7,31,28,1,JUNGLE,NONE
390164,390061,100,3,7,ITZ tockers,8,UNRANKED,6,4,6,18,0,1,0,0,0,0,0,0,0,14144,11950,0,3157,3065,0,3111,3116,1026,3340,0,0,596,0,0,00:04:49,179228,12355,13932,0,0,0,0,0,18715,333,6998,0,0,197944,12688,21201,26333,318,0,0,00:05:05,1,0,0,0,270,0,0,6,5,24,1,MIDDLE,SOLO
390165,390061,100,4,7,ITZ micaO,236,UNRANKED,4,7,4,16,0,2,2,0,0,0,0,0,0,16604,14725,0,1055,3142,3139,3071,3094,3006,3363,1,5,572,5,3,00:17:26,10325,1627,5983,27,1,26,0,0,224812,16926,12616,0,0,239314,19167,18815,3558,318,0,0,00:04:27,3,1,4176,614,216,2,0,1,7,12,1,JUNGLE,NONE
390166,390061,100,5,7,ITZ Jockster,432,UNRANKED,4,3,6,13,0,3,0,0,0,0,0,0,0,9333,8400,0,2301,3190,0,3117,3028,3114,3364,0,0,0,0,0,00:20:20,11862,3578,7204,0,0,0,0,0,4849,1061,4794,0,0,16712,4639,12131,1623,20,0,0,00:02:28,4,0,0,0,132,0,0,16,13,53,1,JUNGLE,NONE
390169,390068,100,1,7,ITZ Yang,39,UNRANKED,4,12,1,14,0,2,0,0,0,0,0,0,0,10110,9858,0,2033,3078,2043,3110,3047,3211,3340,0,0,0,0,0,00:27:46,4558,704,7740,4,0,4,0,0,83863,2930,6565,0,0,102912,4205,14305,3544,223,0,0,00:09:42,1,0,14490,570,0,2,0,7,1,19,0,JUNGLE,NONE
390170,390068,100,2,7,ITZ Revolta,104,UNRANKED,4,11,1,14,0,0,0,0,0,0,0,0,0,9779,9175,0,2031,1400,3156,3006,3134,1036,3364,0,0,0,0,0,00:00:00,4218,747,4150,99,10,89,0,0,131977,10759,9649,0,0,149484,11807,13799,4905,67,0,0,00:08:35,1,0,13288,300,0,0,0,8,24,14,0,JUNGLE,NONE
390171,390068,100,3,7,ITZ tockers,50,UNRANKED,12,4,0,16,0,4,0,0,0,0,0,0,0,10130,10125,0,3157,0,3111,3027,3065,0,3363,0,0,0,0,0,00:19:48,132230,9622,9257,2,0,2,0,0,16083,199,11313,0,0,148313,9822,20625,7758,269,0,0,00:11:47,1,0,0,0,55,0,0,1,1,9,0,MIDDLE,SOLO
390172,390068,100,4,7,ITZ micaO,236,UNRANKED,4,7,0,14,0,3,0,0,0,0,0,0,0,11592,11475,0,1055,3142,3006,3071,3094,1036,3363,0,1,436,0,1,00:14:24,5162,595,5706,13,0,13,0,0,143833,6994,10124,0,0,151369,7982,15885,2334,272,0,0,00:03:28,2,0,2374,392,54,0,0,1,8,11,0,JUNGLE,NONE
390173,390068,100,5,7,ITZ Jockster,201,UNRANKED,4,3,1,11,0,4,0,0,0,0,0,0,0,7195,6700,0,2303,3190,0,2043,3009,0,3364,0,0,0,0,0,00:17:35,8281,2839,8034,0,0,0,0,0,7501,250,5901,0,0,24466,3089,14073,1726,52,0,0,00:06:10,3,0,8683,0,138,0,0,12,4,53,0,JUNGLE,NONE
390174,390072,100,2,26,CNB Minerva,421,UNRANKED,11,4,3,17,0,4,0,0,0,0,0,0,0,14704,14425,0,3009,3742,3512,2045,3026,1401,3364,0,0,0,0,0,00:25:56,54967,5534,12577,97,6,91,0,0,82483,1541,27028,0,0,157449,7672,40902,16000,137,0,0,00:08:42,1,0,19998,596,1296,0,0,6,21,40,0,JUNGLE,NONE
390175,390072,100,3,26,CNB tinowns,112,UNRANKED,4,1,1,18,0,2,0,0,0,0,0,0,0,17258,16825,0,3198,3057,3135,3089,3158,3116,3363,0,1,0,0,1,00:25:35,376759,21430,9405,57,8,49,0,0,12472,54,2905,0,0,390627,21584,12474,1001,385,0,0,00:20:42,1,0,1396,100,163,0,0,5,14,17,0,MIDDLE,SOLO
390176,390072,100,4,26,CNB pbO,15,UNRANKED,4,7,2,17,0,4,0,0,0,0,0,1,0,16098,15175,0,3031,0,3033,3508,3158,3046,3363,0,1,739,0,1,00:15:21,943,167,4021,17,0,17,0,0,269812,11890,9353,0,0,270756,12057,13625,2870,335,0,0,00:00:00,3,0,0,0,250,1,0,8,7,19,0,JUNGLE,NONE
390177,390072,100,5,26,CNB Wos,201,UNRANKED,4,14,3,13,0,5,0,0,0,0,0,1,0,10180,9750,0,2303,3009,0,3190,2053,1028,3364,0,0,0,0,0,00:15:13,14206,3710,10512,1,1,0,0,0,5829,429,10882,0,0,27028,4575,22569,2067,47,0,0,00:07:00,4,0,6993,435,1174,0,0,17,17,71,0,JUNGLE,NONE
390178,390076,100,2,7,ITZ Revolta,421,UNRANKED,4,11,11,16,0,1,0,0,0,1,0,0,0,14733,14650,0,2049,3512,3143,3111,1401,3026,3364,0,1,0,0,1,00:41:46,44632,4482,9841,101,23,78,0,0,79324,4557,22732,0,0,147943,9914,32573,18063,67,0,0,00:09:00,1,0,23986,875,0,0,0,13,21,47,1,JUNGLE,NONE
390179,390076,100,3,7,ITZ tockers,268,UNRANKED,7,4,4,18,0,1,1,0,0,0,1,0,0,17278,14935,1,3089,3116,1052,3135,3165,3006,3363,1,3,0,2,2,00:23:49,316189,26171,7439,40,9,31,0,0,12246,65,5716,0,0,330338,26237,13155,4201,353,0,0,00:21:03,2,0,1901,0,0,2,0,4,10,21,1,MIDDLE,SOLO
390180,390076,100,4,7,ITZ micaO,22,UNRANKED,4,7,4,18,0,0,2,0,1,1,0,0,0,19986,17425,1,3036,3139,3046,3031,3085,3006,3363,1,9,1392,9,2,00:42:41,3546,3191,5479,44,25,19,0,0,332625,24011,7892,0,0,350398,27330,13372,3138,341,0,0,01:12:47,3,0,14227,128,0,4,0,3,13,15,1,JUNGLE,NONE
390181,390076,100,5,7,ITZ Jockster,43,UNRANKED,4,3,13,14,0,0,0,0,0,1,0,0,0,11589,9970,0,2301,3222,3190,0,3158,1057,3364,0,0,0,0,0,00:00:00,15786,4022,6012,0,0,0,0,0,8394,647,7888,0,0,25808,4670,13998,4678,23,0,0,00:02:11,2,0,1627,0,98,0,0,16,18,60,1,JUNGLE,NONE
390267,390061,200,6,25,CNB LEP,98,UNRANKED,4,12,1,17,0,1,1,0,0,0,0,0,0,13067,11400,0,3047,3512,1031,1054,3068,3065,3340,1,2,0,2,2,00:20:38,121353,12253,4600,8,0,8,0,0,51812,6858,14185,0,0,175545,19757,18810,2104,311,0,0,00:07:54,1,0,2380,646,25,0,0,4,3,19,0,JUNGLE,NONE
390268,390061,200,7,25,CNB Minerva,79,UNRANKED,11,4,6,14,0,3,0,0,0,0,0,0,0,10723,10825,0,3158,3065,3026,2049,2043,1402,3364,0,0,504,0,0,00:20:21,84022,6824,6356,92,10,82,0,0,19338,531,20208,0,0,119707,7944,27116,10332,33,0,0,00:08:51,1,0,16347,588,551,1,0,12,20,45,0,JUNGLE,NONE
390269,390061,200,8,25,CNB tinowns,34,UNRANKED,4,14,0,17,0,0,0,0,1,0,0,0,0,13657,12050,0,1056,3040,3089,3027,3158,1026,3363,1,2,1014,2,1,00:00:00,213366,22586,7465,20,0,20,0,0,16088,288,2586,0,0,229485,22904,10076,3480,333,0,0,00:39:23,1,0,30,30,25,0,0,2,4,13,0,MIDDLE,SOLO
390270,390061,200,9,25,CNB pbO,22,UNRANKED,4,7,3,15,0,3,0,0,0,0,0,0,0,13071,13000,0,1055,1038,3508,3006,3085,3033,3363,0,2,366,0,1,00:20:24,3157,944,4565,13,0,13,0,0,158123,12542,8837,0,0,165064,13486,13524,2655,292,0,0,00:44:00,4,0,3784,0,122,0,0,6,5,14,0,JUNGLE,NONE
390271,390061,200,10,25,CNB Wos,201,UNRANKED,4,3,5,12,0,2,0,0,0,0,0,0,0,8445,8150,0,2303,2043,3009,3190,3024,1033,3364,0,0,0,0,0,00:30:27,14948,5872,9163,0,0,0,0,0,7482,518,8488,0,0,28249,6391,17876,2519,55,0,0,00:10:45,4,0,5818,0,225,0,0,12,11,50,0,JUNGLE,NONE
390274,390068,200,6,25,CNB LEP,48,UNRANKED,4,12,6,16,0,0,0,0,0,0,1,0,1,13415,12545,2,3143,3748,1031,3111,3110,1057,3340,0,1,0,0,1,00:00:00,9667,2454,6148,18,14,4,0,0,157138,4329,9111,0,0,168197,6784,15800,8285,241,0,0,00:07:11,1,0,1392,0,541,4,0,3,6,16,1,JUNGLE,NONE
390275,390068,200,7,25,CNB Minerva,79,UNRANKED,11,4,8,14,0,0,1,0,1,1,0,0,0,12013,10975,0,3158,3742,3512,1410,2043,1031,3364,1,3,513,3,2,00:00:00,92123,9723,3060,90,33,57,0,0,24515,1045,19609,0,0,133997,10883,23042,12935,40,0,0,00:11:37,1,0,17358,114,372,0,0,12,19,34,1,JUNGLE,NONE
390276,390068,200,8,25,CNB tinowns,163,UNRANKED,4,14,5,17,0,0,1,0,0,1,0,0,0,14586,13050,0,1026,0,3089,3165,3158,3116,3363,1,5,0,5,3,00:00:00,210987,14785,2633,33,3,30,0,0,14743,248,7209,0,0,225864,15167,9992,3943,275,0,0,00:21:48,1,1,133,133,150,1,0,5,1,12,1,MIDDLE,SOLO
390277,390068,200,9,25,CNB pbO,15,UNRANKED,4,7,9,15,0,1,0,0,0,1,0,1,0,13032,12680,1,1055,1038,3033,3508,3046,3158,3363,0,2,540,0,1,00:27:45,0,0,2753,5,0,5,0,0,171651,11449,5317,0,0,174743,11449,8145,2663,238,0,0,00:00:15,3,0,3092,0,75,4,0,4,4,14,1,JUNGLE,NONE
390278,390068,200,10,25,CNB Wos,143,UNRANKED,4,3,9,11,0,0,0,0,0,1,0,1,0,9205,8725,0,2301,3151,3020,2043,1033,3801,3364,1,2,0,2,1,00:00:00,19112,7808,1345,1,1,0,0,0,7708,811,5601,0,0,29604,8620,7071,2795,17,0,0,00:01:55,2,0,2784,0,124,0,0,12,16,39,1,JUNGLE,NONE
390279,390072,200,7,7,ITZ Revolta,79,UNRANKED,4,11,13,18,0,0,0,0,0,1,0,0,0,16462,14275,0,3065,1410,3512,3158,3742,1031,3364,1,2,532,2,1,00:00:00,119952,8301,9799,106,27,79,0,0,32524,596,23624,0,0,176810,9269,33688,18261,86,0,0,00:12:04,1,0,24334,372,265,0,0,12,20,41,1,JUNGLE,NONE
390280,390072,200,8,7,ITZ tockers,268,UNRANKED,3,4,4,18,0,0,2,0,0,0,0,0,0,20655,17925,0,3157,3006,3089,3165,3116,3135,3363,1,7,0,7,2,00:00:00,392867,28385,6677,50,12,38,0,0,14406,221,5169,0,0,408849,29232,12146,3832,405,0,0,00:25:20,1,0,1575,625,299,2,0,5,10,24,1,MIDDLE,SOLO
390281,390072,200,9,7,ITZ micaO,22,UNRANKED,4,7,10,18,0,2,0,0,0,0,1,0,0,20486,18500,4,3006,3139,3046,3085,3031,3036,3363,2,6,991,3,1,00:24:10,2954,2569,5850,41,14,27,0,0,334262,22961,9990,0,0,349481,27579,15991,3089,342,0,0,01:05:31,4,0,12265,2048,151,4,0,0,18,12,1,JUNGLE,NONE
390282,390072,200,10,7,ITZ Jockster,43,UNRANKED,4,3,13,15,0,2,0,0,0,1,0,0,0,12639,11300,0,2301,3222,3190,3113,2043,3158,3364,0,0,0,0,0,00:15:08,18871,4335,6215,0,0,0,0,0,9488,623,6891,0,0,29359,5333,13234,2711,22,0,0,00:03:25,2,0,1000,375,127,1,0,18,19,71,1,JUNGLE,NONE
390283,390076,200,7,25,CNB Minerva,79,UNRANKED,11,4,3,15,0,4,0,0,0,0,0,0,0,11136,11225,0,3158,3742,1028,1410,0,3065,3364,0,0,504,0,0,00:14:04,99225,7589,11620,95,1,94,0,0,18056,360,22458,0,0,132055,8047,34676,13958,38,0,0,00:12:00,1,0,14774,98,597,0,0,16,25,52,0,JUNGLE,NONE
390284,390076,200,8,25,CNB tinowns,26,UNRANKED,4,12,2,18,0,2,0,0,0,0,0,0,0,15212,14975,0,1058,3135,3165,3158,3027,3089,3363,0,1,0,0,1,00:27:23,306146,17066,8145,23,0,23,0,0,15299,213,7628,0,0,321445,17280,15800,3334,394,0,0,00:09:01,1,0,0,0,26,0,0,3,13,14,0,MIDDLE,SOLO
390285,390076,200,9,25,CNB pbO,222,UNRANKED,4,7,1,18,0,2,1,0,0,0,0,1,0,15026,15050,0,1055,3031,3072,3006,3085,3036,3363,1,2,719,2,2,00:30:22,860,860,3330,12,0,12,0,0,258648,15782,12602,0,0,259791,16642,15933,5474,349,0,0,00:01:34,3,0,282,0,0,1,0,2,8,15,0,JUNGLE,NONE
390286,390076,200,10,25,CNB Wos,25,UNRANKED,4,3,2,12,0,5,0,0,0,0,0,1,0,9345,9225,0,2301,3222,2043,3190,3158,0,3364,0,0,0,0,0,00:13:02,11387,4304,7918,0,0,0,0,0,3682,409,6777,0,0,15069,4714,14920,618,32,0,0,00:01:29,1,0,0,0,224,0,0,13,28,59,0,JUNGLE,NONE
1190209,1190108,100,1,22,CNB Aoshi,36,UNRANKED,4,12,7,18,0,9,0,0,0,0,1,0,0,23366,19900,3,3065,3143,3068,3075,3083,1321,3363,0,1,0,0,1,00:18:37,301218,31004,65387,7,3,4,0,0,115005,5045,37362,0,0,416770,36600,106518,27378,451,0,0,00:25:04,1,0,550,550,3768,2,0,2,20,40,0,BOTTOM,SOLO
1190210,1190108,100,2,22,CNB Nappon,421,UNRANKED,4,11,6,18,0,5,0,0,0,0,0,0,0,21662,20600,0,1409,3143,3102,1323,3065,3742,3364,0,2,0,0,1,00:29:51,60186,12064,31436,120,43,77,0,0,116042,3900,42325,0,0,210984,16354,75823,28728,85,0,0,00:10:38,1,0,34755,390,2061,0,0,13,56,56,0,JUNGLE,NONE
1190211,1190108,100,3,22,CNB YoDa SL,81,UNRANKED,1,4,5,18,0,5,1,0,1,0,0,0,0,28599,25355,0,3036,3156,3042,1333,3025,3072,3363,1,4,0,2,2,00:37:16,140522,28847,20589,62,18,44,0,0,543675,47863,7390,0,0,687448,79211,28344,4954,520,0,0,00:43:14,1,0,3250,2500,365,1,0,3,11,38,0,MIDDLE,SOLO
1190212,1190108,100,4,22,CNB pbO,42,UNRANKED,4,7,5,18,0,1,0,0,0,0,0,0,0,28575,24875,2,3072,3139,3078,1311,3031,3156,3363,1,7,919,7,1,00:16:25,482843,54532,16577,39,8,31,0,0,192721,9879,11037,0,0,682426,66893,28251,9150,542,0,0,00:06:25,3,0,6860,2482,635,4,0,5,28,47,0,TOP,DUO_CARRY
1190213,1190108,100,5,22,CNB Wos,48,UNRANKED,4,3,12,17,0,1,0,0,0,0,0,0,0,19934,18225,0,2303,0,3102,3190,3110,1308,3364,0,1,0,0,1,00:50:04,7403,7403,24807,1,1,0,0,0,22242,2502,22207,0,0,46400,10456,49137,20710,96,0,0,00:29:45,5,0,16753,550,2123,0,0,32,45,120,0,TOP,DUO_SUPPORT
1190227,1190126,100,1,28,VFK Robo,223,UNRANKED,12,4,8,18,0,3,0,0,0,1,0,0,1,15429,14750,1,3065,3068,3140,3025,3009,3742,3363,1,4,0,2,1,00:26:45,122284,19102,17157,0,0,0,0,0,54777,5515,22773,0,0,177062,24617,42744,16283,273,0,0,00:18:16,1,0,0,0,2813,1,0,2,6,22,1,TOP,SOLO
1190228,1190126,100,2,28,VFK Turtle,421,UNRANKED,4,11,12,17,0,3,0,0,0,1,0,0,0,14547,11925,1,1409,2043,1321,3102,3082,3742,3364,0,2,339,0,1,00:26:34,46954,7407,15681,80,28,52,0,0,84811,3343,29845,0,0,154901,11026,47196,18900,66,0,0,00:10:04,1,0,23136,276,1669,1,0,10,22,38,1,JUNGLE,NONE
1190229,1190126,100,3,28,VFK takeshi,127,UNRANKED,12,4,13,18,0,4,0,0,0,1,0,1,0,17829,16450,0,3157,3001,3027,3089,1333,1026,3363,0,3,0,0,1,00:20:50,304942,31258,15225,32,7,25,0,0,28879,1144,11731,0,0,334321,32728,27625,5553,364,0,0,00:10:27,1,0,500,325,668,1,0,2,4,25,1,MIDDLE,SOLO
1190230,1190126,100,4,28,VFK esA,18,UNRANKED,7,4,4,18,0,1,1,0,0,0,1,0,0,20422,16825,2,3036,3140,3072,3031,1300,3094,3363,2,10,988,6,2,00:39:15,63853,5245,10910,51,20,31,0,0,302883,31430,11570,0,0,373997,39085,22633,4864,339,0,0,00:11:40,3,0,7260,2408,153,5,0,1,19,28,1,BOTTOM,DUO_CARRY
1190231,1190126,100,5,28,VFK Baiano,12,UNRANKED,14,4,16,14,0,4,0,0,0,1,0,0,0,11368,10325,0,3065,3190,2303,2043,3117,3082,3364,0,0,0,0,0,00:26:38,5435,1611,15375,0,0,0,0,0,7779,709,18819,0,0,19192,2906,36378,28408,41,0,0,00:01:11,53,0,5977,586,2184,0,0,9,11,48,1,BOTTOM,DUO_SUPPORT
