id,gameId,teamId,participantId,profileIcon,summonerName,championId,highestAchievedSeasonTier,spell1Id,spell2Id,assists,champLevel,combatPlayerScore,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,sightWardsBoughtInGame,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,lane,role
1300235,1300025,200,10,13,KBM Ziriguidun,12,UNRANKED,3,4,1,12,0,1,0,0,0,0,0,0,0,8399,7800,0,3512,2031,1328,2303,2043,0,3364,0,0,0,0,0,00:37:45,16250,884,7971,0,0,0,0,0,7665,272,10170,0,0,30263,1157,18531,13897,59,0,0,00:02:10,54,0,6347,0,389,0,0,17,15,61,0,BOTTOM,DUO_SUPPORT
1300240,1300034,200,6,7,OPK SkyBart,33,UNRANKED,12,4,0,16,0,0,0,0,0,0,0,1,0,11324,11125,0,3512,3068,3140,3047,3075,1028,3340,0,0,0,0,0,00:00:00,158876,6868,3594,13,0,13,0,0,50239,1524,17560,0,0,209681,8690,21708,2332,253,0,0,00:02:34,1,0,566,298,553,0,0,1,4,15,0,JUNGLE,NONE
1300241,1300034,200,7,7,OPK Zuao,60,UNRANKED,11,4,0,13,0,4,0,0,0,0,0,0,0,9406,8775,0,2031,3116,3009,1410,3136,0,3364,0,1,0,0,1,00:18:12,79572,5540,7751,60,13,47,0,0,20972,325,14677,0,0,114550,5981,23225,6134,43,0,0,00:10:36,1,0,14004,115,796,0,0,4,17,24,0,JUNGLE,NONE
1300242,1300034,200,8,7,OPK Goku,110,UNRANKED,7,4,1,17,0,1,0,0,0,0,0,0,0,11826,11400,0,3042,3033,2033,3142,3133,1331,3363,0,1,0,0,1,00:27:58,11784,2987,7653,11,0,11,0,0,233540,21998,4395,0,0,245378,25039,12105,1816,276,0,0,00:08:22,3,0,53,53,56,1,0,2,2,14,0,MIDDLE,SOLO
1300243,1300034,200,9,7,OPK EzPrince,236,UNRANKED,4,7,1,15,0,2,0,0,0,0,0,0,1,12620,12150,0,3094,3072,0,3508,3009,1055,3363,0,0,524,0,0,00:27:18,10760,648,3086,21,3,18,0,0,204330,5923,10327,0,0,215269,6607,14368,2287,282,0,0,00:00:15,3,0,178,34,954,1,0,2,4,13,0,JUNGLE,NONE
1300244,1300034,200,10,7,OPK Professor,25,UNRANKED,4,3,2,12,0,2,0,0,0,0,0,1,0,7919,7450,0,3114,3009,2301,3190,0,0,3364,0,0,0,0,0,00:20:29,11740,3844,2358,1,1,0,0,0,6469,307,6260,0,0,21487,4166,9281,209,21,0,0,00:01:22,1,0,3276,14,663,1,0,14,16,47,0,JUNGLE,NONE
1300245,1300035,200,10,16,ITZ Jockster,412,UNRANKED,4,14,5,15,0,6,0,0,0,0,0,1,0,12434,11725,0,2043,2303,3222,1308,3110,3105,3364,0,0,0,0,0,00:11:50,18217,5211,15086,0,0,0,0,0,10948,459,8359,0,0,33647,6214,23965,4640,52,0,0,00:04:18,4,0,4481,544,519,0,0,17,10,72,0,BOTTOM,DUO_SUPPORT
1300246,1300036,200,10,7,OPK Professor,412,UNRANKED,4,3,8,13,0,5,0,0,0,0,0,0,0,9841,8820,0,3009,3222,2303,2053,2043,1057,3364,0,0,0,0,0,00:22:49,11046,3717,10805,0,0,0,0,0,5149,428,7142,0,0,16196,4145,18334,3638,40,0,0,00:01:53,3,0,0,0,386,0,0,16,24,66,0,JUNGLE,NONE
1300247,1300037,200,10,16,ITZ Jockster,111,UNRANKED,4,7,7,12,0,4,0,0,0,1,0,1,0,9451,8050,0,2303,2043,3190,3024,3009,1029,3364,0,1,0,0,1,00:17:24,20008,2700,4476,2,0,2,0,0,8319,185,9552,0,0,32628,2886,14084,3398,46,0,0,00:04:55,5,0,4300,0,56,0,0,12,6,53,1,JUNGLE,NONE
1370291,1370190,100,1,28,VFK Robo,48,UNRANKED,12,4,3,16,0,1,0,0,0,0,1,0,0,11416,9625,2,2033,3065,3074,3009,3057,1029,3340,0,0,0,0,0,00:14:35,3804,1731,12651,4,4,0,0,0,169412,12424,15329,0,0,174453,14155,28077,11322,245,0,0,00:03:53,1,0,1237,0,96,4,0,3,7,15,1,TOP,SOLO
1370292,1370190,100,2,28,VFK Nappon,76,UNRANKED,4,11,1,14,0,0,1,0,1,0,0,0,0,10987,8875,0,1410,1029,3158,2043,3116,1058,3364,1,3,872,3,2,00:00:00,102459,7884,3094,99,28,71,0,0,22471,391,16029,0,0,140265,8515,19124,13875,20,0,0,00:06:30,4,0,15334,240,0,0,0,6,16,22,1,JUNGLE,NONE
1370293,1370190,100,3,28,VFK takeshi,13,UNRANKED,12,4,2,15,0,0,0,0,0,0,0,0,0,11252,8935,0,3040,1056,1323,3027,1052,0,3363,0,0,0,0,0,00:27:26,121121,2286,802,24,3,21,0,0,18036,167,6076,0,0,140245,2453,6879,933,220,0,0,00:01:05,1,0,1087,0,0,1,0,2,2,14,1,MIDDLE,SOLO
1370294,1370190,100,4,28,VFK esA,236,UNRANKED,7,4,3,13,0,0,0,0,0,0,0,1,0,11662,9525,1,1055,3140,0,3009,3508,3094,3363,0,1,418,0,1,00:00:00,7923,1049,1921,3,0,3,0,0,127370,7414,7361,0,0,137108,8596,9283,1465,245,0,0,00:01:46,2,0,1813,132,0,4,0,3,11,16,1,BOTTOM,DUO_CARRY
1370295,1370190,100,5,28,VFK Baiano,25,UNRANKED,14,4,3,11,0,0,0,0,0,0,0,1,0,8125,6300,0,0,3222,2301,0,3117,0,3364,0,1,0,0,1,00:00:00,8512,4113,1707,0,0,0,0,0,3931,192,5565,0,0,15213,4599,7273,851,13,0,0,00:00:56,2,0,2769,294,0,0,0,8,7,30,1,BOTTOM,DUO_SUPPORT
1370305,1370204,100,1,22,RED Ayel,78,UNRANKED,4,12,10,18,0,2,1,0,0,1,0,0,1,16947,16645,0,3211,3068,1323,3065,3026,3025,3363,1,4,0,3,2,00:25:45,55721,5467,12799,9,5,4,0,0,181137,16604,17023,0,0,236860,22072,30647,7619,320,0,0,01:25:49,1,0,0,0,825,1,0,5,8,24,1,JUNGLE,NONE
1370306,1370204,100,2,7,RED YoDa SL,60,UNRANKED,11,4,13,17,0,3,0,0,0,1,0,0,0,14937,13300,0,1410,2043,3742,3001,3116,3158,3364,0,2,0,0,1,00:16:23,114502,9686,13061,102,36,66,0,0,26668,364,20404,0,0,168423,10131,33653,13855,37,0,0,00:20:45,1,0,27253,80,188,1,0,9,20,38,1,JUNGLE,NONE
1370307,1370204,100,3,657,RED Brucer,268,UNRANKED,4,1,10,18,0,1,0,0,0,0,1,0,0,20349,19200,1,3089,3020,3116,3102,3115,3135,3363,2,5,0,3,1,00:23:45,363583,50471,5255,41,10,31,0,0,36585,746,9186,0,0,400694,51592,14492,2389,383,0,0,00:29:59,1,0,525,375,50,4,0,6,14,23,1,MIDDLE,SOLO
1370308,1370204,100,4,7,RED SacyR,236,UNRANKED,7,4,8,18,0,3,0,0,1,1,0,1,0,20427,18575,1,3031,3033,3158,3508,3072,3094,3363,3,7,1069,2,1,00:19:20,17826,2114,10415,25,5,20,0,0,340881,22327,10406,0,0,363640,25290,20954,4898,377,0,0,00:07:09,5,0,4933,848,133,2,0,5,26,20,1,JUNGLE,NONE
1370309,1370204,100,5,21,RED Dioud,412,UNRANKED,4,3,14,14,0,3,0,0,0,1,0,1,0,11859,10650,0,3222,2303,3190,2043,3117,1029,3364,0,1,0,0,1,00:19:29,9199,3654,7934,0,0,0,0,0,6027,756,7628,0,0,15226,4410,15612,958,42,0,0,00:01:35,3,0,0,0,50,0,0,22,29,78,1,JUNGLE,NONE
1370316,1370215,100,1,26,CNB LEP,57,UNRANKED,4,12,8,16,0,1,0,0,0,1,0,1,0,13282,12250,0,3082,1011,3068,3047,3110,3026,3364,0,1,0,0,1,00:23:30,157865,6255,5217,10,0,10,0,0,25777,813,14064,0,0,184123,7261,20359,8626,264,0,0,00:27:59,1,0,480,192,1078,2,0,6,8,12,1,JUNGLE,NONE
1370317,1370215,100,2,26,CNB Minerva,60,UNRANKED,11,4,6,15,0,2,0,0,1,1,0,0,0,11931,10525,0,1306,0,3143,1410,0,3742,3364,0,2,0,0,1,00:15:47,83884,7614,3390,87,17,70,0,0,32332,655,16530,0,0,133816,8270,19921,8671,25,0,0,00:04:25,1,0,17599,0,0,0,0,8,17,33,1,JUNGLE,NONE
1370318,1370215,100,3,26,CNB tinowns,26,UNRANKED,4,12,7,18,0,0,0,0,0,1,0,0,0,15054,13625,0,1056,3089,3165,3027,3158,3135,3363,1,3,0,3,1,00:00:00,248336,16327,4492,20,3,17,0,0,25020,774,5415,0,0,273357,17102,10019,1963,329,0,0,00:05:50,1,0,0,0,112,1,0,3,8,17,1,MIDDLE,SOLO
1370319,1370215,100,4,26,CNB pbO,236,UNRANKED,4,7,6,16,0,2,1,0,0,0,1,0,1,14356,12950,1,1055,1038,3036,3094,3508,1331,3363,2,5,645,2,2,00:24:22,9403,1152,3565,18,0,18,0,0,185698,15581,11412,0,0,196991,17285,14977,5667,233,0,0,00:03:24,4,0,1889,552,0,6,0,4,6,20,1,JUNGLE,NONE
1370320,1370215,100,5,26,CNB Wos,201,UNRANKED,4,14,10,12,0,3,0,0,0,1,0,1,0,9415,8175,0,2303,3050,1033,0,3067,3009,3364,0,0,151,0,0,00:15:36,9400,3790,4078,1,1,0,0,0,6964,557,11736,0,0,24425,5080,16497,3329,33,0,0,00:09:46,4,0,8060,732,682,0,0,12,11,42,1,JUNGLE,NONE
1370321,1370220,100,1,502,ITZ Yang,245,UNRANKED,4,12,10,18,0,1,2,0,0,0,0,0,0,17240,17185,0,3026,3025,3512,1323,3065,3068,3363,2,7,0,5,2,00:22:49,169623,11223,14331,17,4,13,0,0,49157,4620,17330,0,0,219340,15923,32321,10429,311,0,0,00:17:53,1,0,560,80,660,2,0,1,14,20,1,TOP,SOLO
1370322,1370220,100,2,7,ITZ Revolta,104,UNRANKED,4,11,13,17,0,2,0,0,0,0,1,0,0,15918,14100,1,3156,1408,3009,0,3046,3036,3364,1,4,407,3,1,00:25:35,5486,632,11271,114,17,97,0,0,181288,23578,15666,0,0,205683,24807,27226,9215,91,0,0,00:07:50,1,0,18908,596,288,2,0,9,41,35,1,JUNGLE,NONE
1370323,1370220,100,3,552,ITZ tockers,13,UNRANKED,12,4,9,18,0,4,1,0,0,1,0,0,0,18035,15070,0,3040,3089,1057,3027,3135,1308,3340,1,5,0,2,2,00:13:15,279433,19384,17871,24,4,20,0,0,17184,328,4724,0,0,296618,19712,22780,1229,346,0,0,00:02:20,1,0,0,0,184,2,0,4,8,24,1,MIDDLE,SOLO
1370324,1370220,100,4,26,ITZ micaO,81,UNRANKED,4,7,14,18,0,3,1,0,0,1,0,0,0,17505,16600,0,3156,3033,3153,3042,3158,3025,3363,1,3,306,3,2,00:14:42,17481,5775,10415,25,3,22,0,0,259454,27077,10425,0,0,282911,34953,21048,4654,345,0,0,00:27:24,5,0,5974,2100,208,1,0,0,15,16,1,BOTTOM,DUO_CARRY
1370325,1370220,100,5,3,ITZ Jockster,432,UNRANKED,4,3,18,14,0,6,0,0,0,1,0,0,0,11263,10025,0,2301,3190,0,3117,3050,3114,3364,0,0,0,0,0,00:18:05,17545,5640,18213,0,0,0,0,0,5899,1042,3993,0,0,23445,6683,22303,3553,25,0,0,00:03:33,4,0,0,0,96,0,0,17,15,79,1,BOTTOM,DUO_SUPPORT
1370396,1370190,200,6,22,RED Ayel,57,UNRANKED,4,12,0,14,0,2,0,0,0,0,0,0,0,8691,8275,0,3140,3067,3211,1056,1306,3068,3363,0,1,0,0,1,00:17:44,112802,12981,4853,3,0,3,0,0,21597,5570,16018,0,0,134399,18551,21189,7400,222,0,0,00:09:55,1,0,0,0,318,0,0,3,3,12,0,TOP,SOLO
1370397,1370190,200,7,7,RED YoDa SL,60,UNRANKED,11,4,0,12,0,1,0,0,0,0,0,0,0,7058,6735,0,1410,2031,1052,1011,3158,1058,3364,0,0,0,0,0,00:11:46,53297,3471,3118,70,5,65,0,0,16759,256,10526,0,0,84474,3824,13886,5408,18,0,0,00:05:24,1,0,14418,96,242,0,0,5,11,22,0,JUNGLE,NONE
1370398,1370190,200,8,657,RED Brucer,110,UNRANKED,4,1,0,14,0,1,0,0,0,0,0,0,0,8689,8125,0,3156,3009,1036,1036,3042,1055,3363,0,0,0,0,0,00:26:59,3502,646,2910,6,0,6,0,0,119692,10139,3871,0,0,123194,10786,6853,511,226,0,0,00:04:42,1,0,0,0,72,0,0,3,9,14,0,MIDDLE,SOLO
1370399,1370190,200,9,7,RED SacyR,15,UNRANKED,7,4,0,13,0,0,0,0,0,0,0,0,0,8690,7275,0,1055,2043,3087,0,1001,3508,3363,0,0,476,0,0,00:00:00,8263,119,1197,0,0,0,0,0,121797,7054,2442,0,0,130060,7174,3639,1185,233,0,0,00:00:00,3,0,0,0,0,1,0,3,2,11,0,BOTTOM,DUO_CARRY
1370400,1370190,200,10,21,RED Dioud,432,UNRANKED,4,3,0,9,0,1,0,0,0,0,0,0,0,5431,5025,0,3801,2301,2031,2043,3158,1033,3341,0,0,0,0,0,00:12:31,4621,1698,5139,0,0,0,0,0,2005,375,3468,0,0,6626,2074,8642,1589,17,0,0,00:00:47,4,0,0,0,34,0,0,7,14,34,0,BOTTOM,DUO_SUPPORT
1370410,1370204,200,6,28,VFK Robo,79,UNRANKED,12,4,5,17,0,5,0,0,0,0,0,0,0,13532,13170,0,3065,1057,1011,3068,3110,1308,3340,1,2,469,2,1,00:16:42,159286,8738,18187,18,0,18,0,0,20491,1179,14966,0,0,179778,9918,33540,7855,237,0,0,00:31:27,1,0,0,0,387,0,0,6,7,25,0,JUNGLE,NONE
1370411,1370204,200,7,28,VFK Nappon,76,UNRANKED,4,11,6,17,0,4,0,0,0,0,0,0,0,13236,12450,0,1410,3157,2043,1058,3116,3158,3364,0,0,919,0,0,00:19:17,142216,10740,14682,119,5,114,0,0,16837,535,18561,0,0,177918,11475,33488,17335,51,0,0,00:13:31,5,0,18865,200,244,1,0,11,35,37,0,JUNGLE,NONE
1370412,1370204,200,8,28,VFK takeshi,13,UNRANKED,12,4,4,18,0,4,0,0,0,0,0,0,0,16756,15500,0,3040,1308,3027,1058,3001,3135,3363,1,4,0,2,1,00:16:25,280590,21599,14679,15,0,15,0,0,13544,167,13717,0,0,294559,22067,28637,2820,380,0,0,00:02:22,1,0,425,300,241,0,0,2,11,22,0,MIDDLE,SOLO
1370413,1370204,200,9,28,VFK esA,15,UNRANKED,7,4,4,18,0,2,0,0,0,0,0,0,0,18331,17325,0,3072,3155,3036,1306,3508,3094,3363,1,5,715,5,1,00:38:42,5575,767,10521,16,0,16,0,0,344052,26005,8328,0,0,350756,27012,19166,3288,402,0,0,00:01:38,4,0,1128,240,316,4,0,5,9,29,0,JUNGLE,NONE
1370414,1370204,200,10,28,VFK Baiano,201,UNRANKED,14,4,10,13,0,5,0,0,0,0,0,0,0,11102,10500,0,2043,3190,2303,3050,3009,1011,3364,0,1,0,0,1,00:12:51,9918,5239,13924,0,0,0,0,0,6566,860,9052,0,0,21832,6605,23092,2210,56,0,0,00:09:01,4,0,5347,506,115,0,0,10,19,66,0,BOTTOM,SOLO
1370421,1370215,200,6,502,ITZ Yang,78,UNRANKED,4,12,6,15,0,1,0,0,0,0,0,0,0,11858,11395,0,2033,3111,1057,3068,3025,3065,3340,1,2,0,2,1,00:35:23,37999,3783,8545,7,0,7,0,0,103015,8139,12696,0,0,141015,11923,22115,2446,224,0,0,00:52:41,1,0,0,0,874,0,0,5,7,21,0,JUNGLE,NONE
1370422,1370215,200,7,7,ITZ Revolta,203,UNRANKED,4,11,3,15,0,3,0,0,0,0,0,0,0,11656,11375,0,2032,3931,3009,3156,3046,3035,3340,1,3,356,2,1,00:24:22,22222,2386,5017,119,16,103,0,0,133119,9279,17408,0,0,170388,13218,22548,12738,37,0,0,00:06:29,18,0,15045,1552,122,0,0,7,14,21,0,JUNGLE,NONE
1370423,1370215,200,8,552,ITZ tockers,117,UNRANKED,12,4,5,16,0,1,0,0,0,0,0,0,0,11728,10825,0,3092,3100,0,3089,0,3158,3340,0,1,0,0,1,00:15:47,143878,9755,7478,9,0,9,0,0,16542,589,3652,0,0,160421,10345,11355,2024,236,0,0,00:19:02,1,0,0,0,224,0,0,3,5,19,0,MIDDLE,SOLO
1370424,1370215,200,9,6,ITZ micaO,51,UNRANKED,4,7,6,15,0,2,0,0,0,0,0,0,0,12983,12025,0,1055,3094,3085,3035,3031,3009,3363,0,1,1288,0,1,00:28:43,4942,820,6850,20,1,19,0,0,201068,11497,6654,0,0,209887,12638,13633,3666,278,0,0,00:08:49,3,0,3876,320,128,2,0,1,6,12,0,JUNGLE,NONE
1370425,1370215,200,10,3,ITZ Jockster,432,UNRANKED,4,3,5,11,0,4,0,0,0,0,0,0,0,7913,7875,0,2043,2301,3190,3117,3024,0,3364,0,1,0,0,1,00:12:31,8733,2595,8624,1,0,1,0,0,5220,505,4579,0,0,13953,3100,13332,1849,19,0,0,00:01:46,5,0,0,0,128,0,0,16,13,70,0,JUNGLE,NONE
1370426,1370220,200,6,25,CNB LEP,57,UNRANKED,4,12,4,18,0,3,0,0,0,0,0,0,0,15361,13595,0,3065,3009,3068,3026,3742,1057,3364,0,2,0,0,1,00:19:27,206368,11544,12667,4,0,4,0,0,34931,1257,23352,0,0,241299,12801,37320,12336,338,0,0,00:17:42,1,0,0,0,1300,0,0,3,6,5,0,TOP,SOLO
1370427,1370220,200,7,25,CNB Minerva,60,UNRANKED,11,4,7,16,0,2,1,0,0,0,0,0,0,15116,15075,0,1331,1402,3143,2301,3211,3025,3364,2,5,0,3,2,00:22:36,127765,14599,7343,104,18,86,0,0,32703,1979,24231,0,0,180197,17703,31890,13089,45,0,0,00:06:44,1,0,19728,1124,316,1,0,16,28,60,0,JUNGLE,NONE
1370428,1370220,200,8,25,CNB tinowns,268,UNRANKED,4,12,5,18,0,4,0,0,0,0,0,0,0,17605,17075,0,3089,3135,3020,3116,3001,3115,3363,1,5,0,3,1,00:19:32,324150,38274,7121,43,0,43,0,0,13768,436,11274,0,0,337990,38710,18604,2257,374,0,0,00:12:34,1,0,72,0,208,0,0,3,9,22,0,MIDDLE,SOLO
1370429,1370220,200,9,25,CNB pbO,429,UNRANKED,4,7,11,16,0,4,0,0,1,0,0,1,0,15159,13330,0,3085,3153,1301,0,3036,1038,3363,1,2,501,2,1,00:19:39,3264,871,7611,17,2,15,0,0,223572,18019,11575,0,0,232353,19202,19331,4985,295,0,0,00:14:04,4,0,5517,312,144,1,0,4,13,23,0,BOTTOM,DUO_CARRY
1370430,1370220,200,10,25,CNB Wos,201,UNRANKED,4,3,12,12,0,6,0,0,0,0,0,0,0,10995,10785,0,2303,2043,3024,3190,1052,1308,3364,1,2,0,2,1,00:12:15,14087,5707,9783,0,0,0,0,0,7407,1246,20928,0,0,28036,6953,31519,3688,39,0,0,00:14:01,4,0,6541,0,808,0,0,19,16,64,0,BOTTOM,DUO_SUPPORT
1380177,1380076,100,1,502,ITZ Yang,78,UNRANKED,4,12,4,17,0,0,0,0,0,0,0,0,1,13267,11000,0,2033,3065,1033,1323,3068,3025,3340,0,1,0,0,1,00:00:00,21958,1984,4764,9,3,6,0,0,140905,9128,7224,0,0,162864,11112,12408,731,268,0,0,01:07:18,1,0,0,0,420,3,0,4,6,20,1,TOP,SOLO
1380178,1380076,100,2,7,ITZ Revolta,104,UNRANKED,4,11,5,15,0,0,0,0,0,1,0,0,0,12184,11150,0,2032,1408,3009,3156,3046,1053,3364,0,0,254,0,0,00:00:00,6050,534,5628,115,9,106,0,0,150152,7967,13018,0,0,174756,8606,18751,7937,61,0,0,00:09:10,1,0,18554,104,104,1,0,7,36,28,1,JUNGLE,NONE
1380179,1380076,100,3,552,ITZ tockers,13,UNRANKED,12,4,1,18,0,0,1,0,0,1,0,0,0,14981,12825,0,3040,1033,3001,3027,3009,3135,3340,1,4,0,4,2,00:00:00,212448,10082,4280,21,4,17,0,0,17758,135,1500,0,0,230207,10218,5780,13,315,0,0,00:01:42,1,0,0,0,0,3,0,3,9,19,1,MIDDLE,SOLO
1380180,1380076,100,4,6,ITZ micaO,81,UNRANKED,4,7,4,16,0,1,1,0,1,0,1,1,0,14948,13125,1,3035,3140,3153,3042,3025,3158,3363,1,3,0,2,2,00:23:01,12871,2613,8488,20,6,14,0,0,184700,22372,6320,0,0,200779,26257,14809,2251,295,0,0,00:25:52,2,0,3208,1272,0,2,0,1,11,11,1,JUNGLE,NONE
1380181,1380076,100,5,18,ITZ Jockster,201,UNRANKED,4,14,5,11,0,1,0,0,0,1,0,1,0,9872,7575,0,2043,2303,3060,1308,0,0,3364,0,1,0,0,1,00:19:26,10412,4138,9597,3,2,1,0,0,10657,713,9243,0,0,28761,5205,19000,3845,78,0,0,00:07:03,4,0,7690,354,160,0,0,13,10,52,1,JUNGLE,NONE
1380182,1380080,100,2,28,VFK Nappon,60,UNRANKED,4,11,8,14,0,3,0,0,1,1,0,1,0,10685,9625,0,2049,2043,3060,3158,1414,1058,3364,0,2,0,0,1,00:17:35,70942,6356,4420,82,16,66,0,0,29340,677,13365,0,0,117285,7077,17949,6929,21,0,0,00:04:18,1,0,17003,44,164,2,0,10,15,18,1,JUNGLE,NONE
1380183,1380080,100,3,28,VFK takeshi,13,UNRANKED,12,4,10,17,0,1,0,0,0,0,1,0,0,12686,11000,1,3040,1056,1026,3027,3009,3001,3363,0,2,0,0,1,00:21:43,149715,11654,4980,11,3,8,0,0,22043,569,4784,0,0,174009,12224,10015,1017,263,0,0,00:01:30,1,0,2250,0,249,0,0,2,3,15,1,MIDDLE,SOLO
1380184,1380080,100,4,28,VFK esA,15,UNRANKED,7,4,6,16,0,0,0,0,0,1,0,0,1,14453,12075,0,1055,3094,3033,3508,3155,3009,3363,1,6,577,6,1,00:00:00,2658,490,3268,16,4,12,0,0,197956,24665,5017,0,0,204396,26403,8286,3063,281,0,0,00:02:25,3,0,3781,1248,0,5,0,5,10,20,1,BOTTOM,DUO_CARRY
1380185,1380080,100,5,28,VFK Baiano,111,UNRANKED,14,4,6,11,0,1,0,0,0,0,0,0,0,8635,6875,0,2043,3190,2303,3009,1029,0,3364,1,3,0,2,1,00:26:54,6881,3101,3706,0,0,0,0,0,6802,641,9721,0,0,18611,4379,13620,1794,28,0,0,00:01:54,3,0,4927,636,192,0,0,7,8,41,1,BOTTOM,DUO_SUPPORT
1380204,1380103,100,1,662,RED Eryon,48,UNRANKED,4,12,0,18,0,3,0,0,0,0,0,0,0,13225,12550,0,3144,3074,3111,3065,3025,2033,3363,0,0,0,0,0,00:20:07,4014,4014,18866,0,0,0,0,0,240481,12153,22600,0,0,244495,16167,41716,16026,347,0,0,00:10:14,1,0,0,0,250,1,0,4,4,15,0,BOTTOM,SOLO
1380205,1380103,100,2,7,RED YoDa SL,203,UNRANKED,11,4,1,15,0,1,0,0,0,0,0,0,0,11172,11100,0,2032,3932,3053,1037,3009,3156,3364,0,0,0,0,0,00:37:14,17964,658,3843,101,10,91,0,0,117368,4652,26261,0,0,158097,5598,30334,12777,46,0,0,00:06:36,4,0,22764,288,229,1,0,7,21,35,0,JUNGLE,NONE
1380206,1380103,100,3,657,RED Brucer,268,UNRANKED,4,1,0,16,0,2,0,0,0,0,0,0,0,13598,12985,0,3157,1011,1052,3020,3135,3115,3363,0,0,0,0,0,00:20:09,203285,9412,3760,27,1,26,0,0,20381,42,13270,0,0,223666,9455,17166,2054,345,0,0,00:03:18,1,0,0,0,136,0,0,6,17,21,0,MIDDLE,SOLO
1380207,1380103,100,4,7,RED SacyR,81,UNRANKED,7,4,0,15,0,1,0,0,1,0,0,0,0,11974,11525,0,1055,3153,3035,3025,3042,3158,3363,0,1,0,0,1,00:37:05,13754,2973,4908,1,1,0,0,0,151248,12419,9452,0,0,165002,15392,14471,3079,279,0,0,00:20:00,3,0,0,0,110,0,0,3,5,16,0,TOP,DUO_CARRY
1380208,1380103,100,5,552,RED Dioud,201,UNRANKED,4,3,0,11,0,3,0,0,0,0,0,0,0,8514,7725,0,3190,2303,2031,2043,3009,3024,3364,0,0,0,0,0,00:23:01,6878,2213,8421,0,0,0,0,0,5882,145,16081,0,0,19908,2359,24868,2963,50,0,0,00:05:02,4,0,7147,0,366,0,0,11,16,47,0,TOP,DUO_SUPPORT
1380209,1380107,100,2,26,CNB Minerva,60,UNRANKED,11,4,12,11,0,2,0,0,0,1,0,1,0,8071,7195,0,3009,3041,3211,1410,1057,0,3364,0,3,0,0,1,00:10:20,44268,5610,3070,34,11,23,0,0,19778,733,7710,0,0,74953,6360,11071,3377,15,0,0,00:00:32,1,0,10906,16,290,1,0,4,6,18,1,JUNGLE,NONE
1380210,1380107,100,3,26,CNB tinowns,268,UNRANKED,4,12,10,13,0,0,2,0,0,1,0,1,0,10260,8675,0,1056,1058,3115,1001,1011,3001,3363,1,5,0,5,3,00:00:00,94726,10176,1442,21,8,13,0,0,14365,396,2876,0,0,109092,10572,4319,571,153,0,0,00:02:02,1,1,0,0,0,2,0,3,3,8,1,MIDDLE,SOLO
1380211,1380107,100,4,26,CNB pbO,429,UNRANKED,4,7,10,12,0,0,1,0,1,0,1,1,0,11816,10050,3,1055,3153,3085,1083,1301,1038,3363,1,7,355,7,2,00:00:00,484,334,2014,10,3,7,0,0,107529,7303,3751,0,0,112052,7849,5766,2128,174,0,0,00:10:52,2,0,4038,212,0,2,0,2,3,10,1,BOTTOM,DUO_CARRY
1380212,1380107,100,5,26,CNB Wos,12,UNRANKED,4,14,16,10,0,0,0,0,0,1,0,1,0,6947,6100,0,2303,0,3067,0,3117,3105,3364,0,1,0,0,1,00:00:00,7584,3194,1998,1,1,0,0,0,5564,484,6597,0,0,17217,3993,8595,4005,19,0,0,00:01:21,48,0,4068,314,0,0,0,7,3,26,1,BOTTOM,DUO_SUPPORT
1380250,1380149,100,1,7,OPK SkyBart,245,UNRANKED,12,4,1,14,0,2,0,0,0,0,0,0,1,9511,8900,0,2033,3143,1082,3025,1031,3111,3340,0,0,0,0,0,00:12:47,96509,6438,6134,6,0,6,0,0,37249,3376,12757,0,0,133758,9814,19727,2550,227,0,0,00:18:37,1,0,0,0,836,1,0,2,2,15,0,TOP,SOLO
1380251,1380149,100,2,551,OPK Turtle,64,UNRANKED,4,11,0,12,0,4,0,0,0,0,0,0,0,8186,8025,0,1408,3082,3742,0,0,3009,3340,1,2,323,2,1,00:14:46,13309,877,4961,72,9,63,0,0,56770,4575,18636,0,0,84018,5788,23647,6359,16,0,0,00:09:57,1,0,13939,335,50,0,0,6,9,31,0,JUNGLE,NONE
1380252,1380149,100,3,659,OPK Goku,268,UNRANKED,12,4,1,15,0,4,0,0,0,0,0,0,0,10504,9775,0,3115,3191,3116,1058,1056,1001,3363,0,0,0,0,0,00:12:34,162708,11534,2012,19,0,19,0,0,12609,258,11091,0,0,175318,11792,13231,1149,251,0,0,00:08:03,1,0,0,0,128,1,0,1,3,11,0,MIDDLE,SOLO
